,delta_test_loss_at_h0,delta_test_loss_at_h1,delta_test_loss_at_h2,delta_test_loss_at_h3,delta_test_loss_at_h4,delta_test_loss_at_h5,delta_test_loss_at_h6,delta_test_loss_at_h7,delta_test_loss_at_h8,delta_test_loss_at_h9,delta_test_loss_at_h10,delta_test_loss_at_h11,delta_test_loss_at_h12,delta_test_loss_at_h13,delta_test_loss_at_h14,delta_test_loss_at_h15,delta_test_loss_at_h16,delta_test_loss_at_h17,delta_test_loss_at_h18,delta_test_loss_at_h19,delta_test_loss_at_h20,delta_test_loss_at_h21,delta_test_loss_at_h22,delta_test_loss_at_h23,delta_test_loss_at_h24,delta_test_loss_at_h25,delta_test_loss_at_h26,delta_test_loss_at_h27,delta_test_loss_at_h28,delta_test_loss_at_h29,delta_test_loss_at_h30,delta_test_loss_at_h31,delta_test_loss_at_h32,delta_test_loss_at_h33,delta_test_loss_at_h34,delta_test_loss_at_h35,delta_test_loss_at_h36,delta_test_loss_at_h37,delta_test_loss_at_h38,delta_test_loss_at_h39,delta_test_loss_at_h40,delta_test_loss_at_h41,delta_test_loss_at_h42,delta_test_loss_at_h43,delta_test_loss_at_h44,delta_test_loss_at_h45,delta_test_loss_at_h46,delta_test_loss_at_h47,delta_test_loss_at_h48,delta_test_loss_at_h49
tmp128__zero_cross_rate__post_activation_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__sign_persistence__post_activation_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__mean_second_diff__post_activation_mean,-0.037033083541493206,-0.03645038162642243,-0.023803975894781833,-0.015979704412989182,-0.019592998889814046,-0.019186761032472938,-0.008431244796003332,0.0026886830419095187,0.005782479877879544,0.0019506661115736889,-0.003298862059394949,-0.006927622814321399,-0.008415667499306136,-0.00911167082986401,-0.009419830696641679,-0.009619712739383845,-0.009914904246461288,-0.009996183735775738,-0.010002935054121573,-0.009993810713294478,-0.010114689147932288,-0.010238641409936172,-0.010379732167638087,-0.010573313905079101,-0.010723397169025818,-0.010950138773244522,-0.01100677213433251,-0.011134311684707188,-0.0112475090202609,-0.011272148209825144,-0.01130426033860672,-0.011378399944490702,-0.011433187621426586,-0.011403733000277546,-0.01138581737441022,-0.011430280321953932,-0.011398438800999161,-0.011428497085761864,-0.01141817235636969,-0.011431203164029976,-0.011436851235081874,-0.011461268387454893,-0.011440008326394661,-0.011428281987232856,-0.011443893977241182,-0.01145235220649459,-0.011438072439633637,-0.011434956980294198,-0.011439536497363305,-0.011438717735220644
tmp128__abs_mean_second_diff__post_activation_mean,-0.43202394532334165,-0.5157170205384402,-0.5219867307147206,-0.5009180543991119,-0.4689294615598112,-0.43247696364141,-0.39926755481543164,-0.3705086455731335,-0.3453022620038857,-0.32040494032750483,-0.2994431099084096,-0.2861568345822926,-0.27862509020260895,-0.2758503053011379,-0.274288696919234,-0.27338716347488207,-0.2726619622536775,-0.2719987371634749,-0.2714336802664446,-0.27091855398279213,-0.2703550582847627,-0.2700255481543159,-0.2697020469053566,-0.2694811268387455,-0.26941559117402164,-0.26932282819872333,-0.2692166805439911,-0.269157646405773,-0.2691747085761865,-0.26915541909519847,-0.26914560088814876,-0.26911048431862333,-0.2690522689425479,-0.26900565500971413,-0.2690278379128504,-0.2689971759644741,-0.26895768803774633,-0.26893599084096587,-0.2688950804884818,-0.2688575423258396,-0.26886533444351923,-0.2688530738273661,-0.2688498820427422,-0.2688380863169581,-0.26883168193172363,-0.2688422425756315,-0.2688381210102692,-0.26883572023313906,-0.26884367887871224,-0.2688419233971691
tmp128__l1norm__post_activation_mean,-0.5006115875659173,-0.5954882667221759,-0.5965692523540571,-0.5748497640854843,-0.5465827435470442,-0.5103108173744102,-0.469571558423536,-0.43259058423535945,-0.40446391201776305,-0.38112869136830424,-0.3629266930335832,-0.3515623924507355,-0.3446213086316959,-0.34224873022481267,-0.34075584235359424,-0.3399436094920899,-0.3393710310852068,-0.3386809117402165,-0.33802659589231193,-0.3374365320566195,-0.33689216625034696,-0.33650963780183185,-0.3361460033305579,-0.3359357271718013,-0.33596258673327783,-0.33596078268109913,-0.3358096516791563,-0.3357846863724674,-0.33577278656674997,-0.33573424229808496,-0.3357133985567582,-0.33573041215653626,-0.3357050444074382,-0.33563654593394393,-0.3356290383014155,-0.33559098667776854,-0.33554725922842077,-0.33555609908409667,-0.33552178046072717,-0.3354718082153761,-0.3354488343047461,-0.33542196780460726,-0.3354162503469331,-0.3353969192339717,-0.3354045378850958,-0.3354136414099362,-0.335409887593672,-0.3354085484318624,-0.3354097696364141,-0.33540906883152927
tmp128__l2norm__post_activation_mean,-0.5006269497640855,-0.5955213016930335,-0.5966067731701089,-0.5748420344157648,-0.546512621426589,-0.5101951221204551,-0.46943844018873165,-0.4324461698584513,-0.40429879267277274,-0.3809138148764919,-0.3626629059117403,-0.3512717249514294,-0.34431923397169023,-0.34193978628920346,-0.3404431862336942,-0.339628684429642,-0.339052671384957,-0.3383612614487927,-0.3377073064113239,-0.3371171315570358,-0.3365720302525673,-0.33618925201221206,-0.33582470163752426,-0.3356143838467944,-0.33563982098251455,-0.33563705939494864,-0.335485657785179,-0.3354607618651124,-0.33544869553150153,-0.3354099292256453,-0.3353891826255898,-0.3354054884818207,-0.33538014154870943,-0.33531179572578407,-0.3353045795170691,-0.33526629197890645,-0.3352225922842076,-0.33523110602275885,-0.33519655842353596,-0.33514649597557594,-0.3351236400222037,-0.33509683597002504,-0.3350911046350264,-0.3350716625034693,-0.3350792256452956,-0.33508833610879823,-0.3350845961698585,-0.3350832778240356,-0.33508455453788516,-0.3350837982237025
tmp128__half_diff_mean__post_activation_mean,-0.25529028862353687,-0.2408483428809378,-0.24849038200675452,-0.2657083129019673,-0.28239807320401505,-0.2994491678490752,-0.3156006683106061,-0.3296803984999967,-0.34107465796368935,-0.3518861634106293,-0.3612144290390966,-0.36749273250720643,-0.3708874490754315,-0.37246376064952813,-0.37298994027783045,-0.37395601726051825,-0.37454297263769376,-0.37485132681966943,-0.3750757821584551,-0.37525082727829734,-0.3754426223305268,-0.3755358779607193,-0.3756846324866032,-0.3757203457848622,-0.37595736357293835,-0.37614186955972756,-0.37610069900304993,-0.3760772463222427,-0.3760912693600863,-0.37603548250988195,-0.3760579811245321,-0.37613536456320185,-0.3761687707560264,-0.3761471637595666,-0.3761153361125657,-0.3761588623453184,-0.3760917897598084,-0.37604649069866913,-0.376060565776485,-0.37606776116997526,-0.376034566606371,-0.3760212686588068,-0.3760370228930592,-0.3760314407387073,-0.3760314338000444,-0.3760217057945734,-0.3760129943032261,-0.3760183405430374,-0.37601368470019075,-0.37601867359885954
tmp128__ema_crossover_rate__post_activation_mean,0.2539131552648435,0.2847901121758373,0.28857701891386806,0.27731259631482963,0.25586657189296763,0.23481901139534955,0.22307123340969318,0.21316194504938799,0.20123947047232207,0.18549080231725776,0.17075840235480938,0.16127989109282212,0.15652717105695232,0.15448186034598343,0.153319218506275,0.15246600116445555,0.1519575997716708,0.1513969620085998,0.1510731244653978,0.1507439794274489,0.15031300666112193,0.15006024552222508,0.14965654398466635,0.14940539361277294,0.1492494916324517,0.14911751006624283,0.148944490629197,0.14875969617088936,0.14871126833863738,0.1485997550438089,0.14848661700569055,0.1484066901180452,0.14828882460106416,0.14818848534718385,0.14809599727216866,0.14802277201383493,0.14801049734033558,0.14794655932429088,0.14792749566969007,0.14790524891586984,0.14785916560565543,0.14786053877579075,0.14783893493114325,0.14784099992745353,0.14785271205542674,0.14784052123964556,0.14783554218762832,0.14784045485228534,0.1478406610025092,0.14784482942991733
tmp128__dom_freq_idx__post_activation_mean,0.04457564876764233,0.05717128351316468,0.047027404172883376,0.0386957890982375,0.04101916736509879,0.038843531901221834,0.024974251433279627,0.011529152279810662,0.007247268224971511,0.010555096830222759,0.01648848639634407,0.02094281326704674,0.022610528611853992,0.02367881857121953,0.023935713107503146,0.024283093944612914,0.02467429750136592,0.024902279340357988,0.024914967801784576,0.024891693620552626,0.025103098366352865,0.02517232681352904,0.025348136176337473,0.02553956487673629,0.025724894186199627,0.02602287859813595,0.026193305086417488,0.026330476571936313,0.02642729990230581,0.02647619224558375,0.02652110954305723,0.026639586791423166,0.026758492509400267,0.026833456688430162,0.02689847965236392,0.026932382760420856,0.026970286118377054,0.027037404622762076,0.0270268513082214,0.02703550351389906,0.027053927707179366,0.02706569441885418,0.02708387017177171,0.027075217966094054,0.02709249717335459,0.027093066065779527,0.027094880760603287,0.027081184135385725,0.02708340209572589,0.02708061524296081
tmp128__spectral_entropy__post_activation_mean,-0.0011271301693033563,-0.006810428809325561,-0.019114921626302493,-0.030567138495698032,-0.03668082847626977,-0.042100270607826805,-0.048479787676935886,-0.05449113238967527,-0.05908681654177074,-0.06339984734943102,-0.06781604912572856,-0.0708149944490702,-0.07235386483485984,-0.07357645018040522,-0.07429805023591453,-0.07489491396058838,-0.07523815570358035,-0.07569082708853732,-0.07576308631695809,-0.07585835414932002,-0.07612406328059951,-0.07623874548986956,-0.07625387177352205,-0.07616381487649182,-0.07628344435192895,-0.07647810852067721,-0.07647860116569527,-0.07651826949764086,-0.07647073966139328,-0.07648404801554261,-0.0765093949486539,-0.07661284346378018,-0.07660840965861783,-0.07656851235081875,-0.07655807660283097,-0.07656890091590342,-0.07656334304746046,-0.07653694837635304,-0.0764540105467666,-0.07644585761865114,-0.0763910838190397,-0.07641160838190397,-0.07635686927560367,-0.07632660976963641,-0.07631694421315571,-0.07630717457674162,-0.07630335137385512,-0.07629863308354151,-0.07629116708298642,-0.07629690535664725
tmp128__low_high_bandpower_ratio__post_activation_mean,-0.035813461004718286,-0.035609686372467385,-0.01783718432183608,-0.006542159311684695,-0.010654732167638074,-0.00875696641687483,0.007814841798501245,0.025013856508465177,0.029264640577296698,0.023907660283097418,0.016001866500138778,0.010349264501804059,0.008099278379128515,0.006929926450180415,0.006532084374132661,0.0062375034693311045,0.005885796558423536,0.005866694421315578,0.005908132112128787,0.005933846794338047,0.005748126561199006,0.005576755481543154,0.0053888287538162655,0.005179898695531503,0.004997030252567309,0.004719733555370528,0.004602414654454616,0.004476727726894252,0.0044563558145989494,0.004429954204829301,0.004391056064390799,0.004270281709686371,0.0041765195670274745,0.004137517346655565,0.004095989453233411,0.0040710657785179,0.004084068831529277,0.00404136136552873,0.004024882042742169,0.004028018318068283,0.00403245906189286,0.0040290799333888485,0.004033562309186787,0.004053108520677216,0.004041402997502083,0.0040581876214265955,0.0040623577574243706,0.0040723424923674815,0.004064994449070219,0.004068338884263125
tmp128__above_1_sigma_rate__post_activation_mean,0.026369576814745967,0.02000418984790986,-0.0001548390276685267,-0.013682280484442467,-0.009631872526976983,-0.011492076240903929,-0.028007998266918275,-0.045195099439624,-0.04828632725995785,-0.04008734899796242,-0.030390935544902183,-0.022872219079616906,-0.02019586971621951,-0.018614286550910145,-0.017864679211573434,-0.017365950572196302,-0.016899525080327073,-0.016667672371350487,-0.016623581026337188,-0.01652610868467199,-0.016418845529551897,-0.016252812072450874,-0.016031189601420304,-0.01590062968505646,-0.01555389107710153,-0.015205195032777119,-0.015119474572543685,-0.01495844547039103,-0.014889808091200569,-0.014833975759577593,-0.014793864656235854,-0.014665944918426061,-0.014551505707153568,-0.014502468112909691,-0.014444623870806741,-0.014381383060160034,-0.014431564610723738,-0.014359135833444637,-0.014346614051251582,-0.014342056384009044,-0.01436050494942109,-0.014372245936030753,-0.014356960500633262,-0.014364031240172095,-0.014340443950339172,-0.014322049859037596,-0.01429910173210085,-0.014317967932359808,-0.014311470986784588,-0.014316773133536867
tmp128__above_2_sigma_rate__post_activation_mean,-0.07397712828026225,-0.1000990426585989,-0.10801234473710442,-0.10465043171445582,-0.08867821630120229,-0.07568124208942056,-0.07155754574745465,-0.06937689222522442,-0.06221463495256604,-0.04780054505773294,-0.033910396649211,-0.02516090463307337,-0.02124019498286756,-0.01922017443464312,-0.018134674646290917,-0.017488261520259934,-0.01693870309707219,-0.016542080693866257,-0.016359941283962617,-0.01612786993189062,-0.01594033856004573,-0.015808413586899578,-0.015594986877713359,-0.01544797096173084,-0.01517973211399512,-0.014941924893525483,-0.014819162570967468,-0.014761120168202595,-0.014734647559309479,-0.014739928979889759,-0.014711765497586059,-0.014668044342255163,-0.014651237961261299,-0.014715003950050404,-0.014737140881118323,-0.014710434907129782,-0.014697939639214272,-0.01474694221512544,-0.014746917650378553,-0.01471852080297945,-0.014720236241136924,-0.014709272175777227,-0.014745939154627633,-0.014725493096970327,-0.014716035669419583,-0.014728715172936741,-0.014739888038644958,-0.014735159324869589,-0.014735159324869584,-0.014735159324869579
tmp128__fano_factor__post_activation_mean,-0.026197420014795053,-0.02203248837492303,-0.005955852255357032,0.006289046776206767,0.009204498924117177,0.015535195016722667,0.03194502567781845,0.04294044520708062,0.04693877958135775,0.047438571378142405,0.047521870010939854,0.04843815497171168,0.048438154971711694,0.04877134950290145,0.0491045440340912,0.049104544034091216,0.04943773856528098,0.04943773856528098,0.04943773856528098,0.049437738565280984,0.04943773856528098,0.049437738565280984,0.04943773856528098,0.049437738565280984,0.049437738565280984,0.04943773856528098,0.049437738565280984,0.049437738565280984,0.04943773856528098,0.04943773856528097,0.04943773856528097,0.04943773856528098,0.04943773856528098,0.04943773856528098,0.049437738565280984,0.049437738565280984,0.049437738565280984,0.049437738565280984,0.04943773856528097,0.049437738565280984,0.04943773856528098,0.04943773856528097,0.04943773856528097,0.04943773856528097,0.04943773856528098,0.049437738565280984,0.04943773856528098,0.04943773856528098,0.04943773856528097,0.049437738565280984
tmp128__skew__post_activation_mean,-0.2672790383014155,-0.2818399944490702,-0.2708508261710323,-0.24830896475159592,-0.22319773799611434,-0.19861962947543715,-0.17822560366361367,-0.16003751734665553,-0.14470783374965307,-0.12645266444629474,-0.10943119622536777,-0.09876840133222316,-0.09382266860949208,-0.09120320566194838,-0.08998182070496807,-0.08894355398279212,-0.08817770607826811,-0.087671253122398,-0.08742160699417152,-0.0869743824590619,-0.08653272273105746,-0.08616347488204275,-0.08582776158756592,-0.08555497502081598,-0.08521381487649182,-0.08491879683597003,-0.08481611157368858,-0.08474864696086595,-0.08467173882875383,-0.08461894254787676,-0.08451974049403276,-0.0843782611712462,-0.08435412850402443,-0.08435176935886761,-0.08428542880932557,-0.08423102275881211,-0.08423397169025812,-0.08424188176519566,-0.08418569247849016,-0.08418452678323621,-0.08414996530668888,-0.08412140577296698,-0.08410230363585902,-0.0840862961421038,-0.08410081876214266,-0.08411450180405221,-0.08411685401054679,-0.0841151193449903,-0.08410095753538718,-0.08410249791840134
tmp128__kurtosis__post_activation_mean,-0.298341430752151,-0.321626505689703,-0.30424678098893376,-0.2782682348043297,-0.26158172356369697,-0.23910395503746884,-0.20709811268387454,-0.17676414793227865,-0.16018705939494868,-0.1515483902303636,-0.14643641409936164,-0.1441410907577019,-0.14211098390230367,-0.14155054121565364,-0.1411024840410769,-0.14085023591451568,-0.1407191923397169,-0.14044483069664168,-0.1402256175409381,-0.14001380793782958,-0.13977509020260895,-0.13972039966694422,-0.1396777546489037,-0.1397155148487372,-0.1398537746322509,-0.1400309256175409,-0.1400937066333611,-0.14017638773244517,-0.140216860949209,-0.1402638356924785,-0.1402133777407716,-0.14029996530668887,-0.1404131695809048,-0.1404149666944213,-0.1404210588398557,-0.14042286983069663,-0.14039247155148493,-0.14043266722175968,-0.14042452123230642,-0.1404106508465168,-0.1403869275603664,-0.14035785456563973,-0.14034299888981402,-0.14032830280321956,-0.14033580349708577,-0.14033649736330836,-0.14036047737996116,-0.14034664862614488,-0.14035190813211212,-0.1403432070496808
tmp128__mean__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__std__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__slope_ols__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__median__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__ema_mean_hl__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__var__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__mad__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__iqr__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__min__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__max__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__range__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__q10__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__q90__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__tail_exceed_p90_rate__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__trend_tstat__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__delta_last_first__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__pct_change_last_first__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp128__spearman_rho_time__input_weight_grads_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
